title,link,year,month
"AIDS care centres face closure","http://timesofindia.indiatimes.com//city/nagpur/AIDS-care-centres-face-closure/articleshow/10120512.cms",2011,9
"Suspected AIDS patient having gangrene","http://timesofindia.indiatimes.com//city/kanpur/Suspected-AIDS-patient-having-gangrene/articleshow/10131106.cms",2011,9
"Govt told to give shelter to five AIDS patients","http://timesofindia.indiatimes.com//city/delhi/Govt-told-to-give-shelter-to-five-AIDS-patients/articleshow/10163286.cms",2011,9
"'Space' aids pesky calls, SMSs","http://timesofindia.indiatimes.com//india/Space-aids-pesky-calls-SMSs/articleshow/10202746.cms",2011,10
"State AIDS counsellor caught for trying to sell free HIV test kits","http://timesofindia.indiatimes.com//city/mumbai/State-AIDS-counsellor-caught-for-trying-to-sell-free-HIV-test-kits/articleshow/10212125.cms",2011,10
"HIV positive rate lowest ever","http://timesofindia.indiatimes.com//city/goa/HIV-positive-rate-lowest-ever/articleshow/10299228.cms",2011,10
"Body-piercing can lead to AIDS","http://timesofindia.indiatimes.com//city/kanpur/Body-piercing-can-lead-to-AIDS/articleshow/10299799.cms",2011,10
"Government project prevents 1 lakh fresh HIV cases in five years","http://timesofindia.indiatimes.com//india/Government-project-prevents-1-lakh-fresh-HIV-cases-in-five-years/articleshow/10308234.cms",2011,10
"HIV project averted 100,000 infections in India: The Lancet","http://timesofindia.indiatimes.com//india/HIV-project-averted-100000-infections-in-India-The-Lancet/articleshow/10313178.cms",2011,10
"'State determined to check growth of AIDS'","http://timesofindia.indiatimes.com//city/nagpur/State-determined-to-check-growth-of-AIDS/articleshow/10372235.cms",2011,10
"Isolated and stigmatized, life is a struggle for HIV+ women in Rajasthan","http://timesofindia.indiatimes.com//city/jaipur/Isolated-and-stigmatized-life-is-a-struggle-for-HIV-women-in-Rajasthan/articleshow/10372243.cms",2011,10
"Canada clinic exposed 7,000 to HIV?","http://timesofindia.indiatimes.com//world/rest-of-world/Canada-clinic-exposed-7000-to-HIV/articleshow/10383386.cms",2011,10
"Junagadh HIV incident: HC seeks explanation","http://timesofindia.indiatimes.com//city/ahmedabad/Junagadh-HIV-incident-HC-seeks-explanation/articleshow/10686251.cms",2011,11
"Day after TOI report on eviction of HIV+ children, landlord takes them back","http://timesofindia.indiatimes.com//city/jaipur/Day-after-TOI-report-on-eviction-of-HIV-children-landlord-takes-them-back/articleshow/10686833.cms",2011,11
"Students make docu to ease stigma faced by HIV+ kids","http://timesofindia.indiatimes.com//city/coimbatore/Students-make-docu-to-ease-stigma-faced-by-HIV-kids/articleshow/10720133.cms",2011,11
"For these HIV+ women life has come to a standstill","http://timesofindia.indiatimes.com//city/madurai/For-these-HIV-women-life-has-come-to-a-standstill/articleshow/10748354.cms",2011,11
"India witnesses 56% drop in new HIV cases: UNAIDS","http://timesofindia.indiatimes.com//india/India-witnesses-56-drop-in-new-HIV-cases-UNAIDS/articleshow/10819526.cms",2011,11
"India not to allow home testing for HIV","http://timesofindia.indiatimes.com//india/India-not-to-allow-home-testing-for-HIV/articleshow/10822816.cms",2011,11
"HIV infections fall 56% in 4 years","http://timesofindia.indiatimes.com//india/HIV-infections-fall-56-in-4-years/articleshow/10823031.cms",2011,11
"Paravoor sex scandal accused dies of AIDS","http://timesofindia.indiatimes.com//city/kochi/Paravoor-sex-scandal-accused-dies-of-AIDS/articleshow/10850351.cms",2011,11
"Foreign aid to fight HIV, TB and malaria dries up","http://timesofindia.indiatimes.com//india/Foreign-aid-to-fight-HIV-TB-and-malaria-dries-up/articleshow/10862234.cms",2011,11
"Adhar gives hope to HIV patients","http://timesofindia.indiatimes.com//city/nagpur/Adhar-gives-hope-to-HIV-patients/articleshow/10875056.cms",2011,11
"CSMU hosts poster competition on HIV","http://timesofindia.indiatimes.com//city/kanpur/CSMU-hosts-poster-competition-on-HIV/articleshow/10909424.cms",2011,11
"Clamour grows for prenup HIV testing","http://timesofindia.indiatimes.com//city/mumbai/Clamour-grows-for-prenup-HIV-testing/articleshow/10913706.cms",2011,11
"Lakhs of Mumbai women elude HIV tests","http://timesofindia.indiatimes.com//city/mumbai/Lakhs-of-Mumbai-women-elude-HIV-tests/articleshow/10913759.cms",2011,11
"Almost 50% HIV affected are under 30, study reveals","http://timesofindia.indiatimes.com//city/ahmedabad/nbsp-Almost-50-HIV-affected-are-under-30-study-reveals/articleshow/10925815.cms",2011,11
"TOI to organize AIDS awareness rally tomorrow","http://timesofindia.indiatimes.com//city/allahabad/TOI-to-organize-AIDS-awareness-rally-tomorrow/articleshow/10927100.cms",2011,11
"CSMU seminar on AIDS awareness for students","http://timesofindia.indiatimes.com//city/kanpur/CSMU-seminar-on-AIDS-awareness-for-students/articleshow/10927398.cms",2011,11
"Finally, HIV taboo is losing its grip","http://timesofindia.indiatimes.com//city/varanasi/Finally-HIV-taboo-is-losing-its-grip/articleshow/10935415.cms",2011,11
"Experts aim at 'getting to zero' this AIDS Day","http://timesofindia.indiatimes.com//city/varanasi/Experts-aim-at-39getting-to-zero39-this-AIDS-Day/articleshow/10935432.cms",2011,11
"Group discussion on AIDS at CSMU","http://timesofindia.indiatimes.com//city/kanpur/Group-discussion-on-AIDS-at-CSMU/articleshow/10935845.cms",2011,11
"AIDS: Youths, migrant labourers new risk groups","http://timesofindia.indiatimes.com//city/kochi/AIDS-Youths-migrant-labourers-new-risk-groups/articleshow/10936044.cms",2011,11
"HIV positive rate declines as voluntary screenings rise in Himachal","http://timesofindia.indiatimes.com//india/HIV-positive-rate-declines-as-voluntary-screenings-rise-in-Himachal/articleshow/10937632.cms",2011,12
"Better awareness brings down AIDS rate","http://timesofindia.indiatimes.com//city/nagpur/Better-awareness-brings-down-AIDS-rate/articleshow/10937833.cms",2011,12
"Religious, social leaders can be agents of change towards AIDS awareness","http://timesofindia.indiatimes.com//city/ahmedabad/Religious-social-leaders-can-be-agents-of-change-towards-AIDS-awareness/articleshow/10937886.cms",2011,12
"Rural docs script HIV 'positive' story","http://timesofindia.indiatimes.com//city/kolkata/Rural-docs-script-HIV-39positive39-story/articleshow/10937983.cms",2011,12
"Dead AIDS victim awaits burial","http://timesofindia.indiatimes.com//city/goa/Dead-AIDS-victim-awaits-burial/articleshow/10938216.cms",2011,12
"Is middle-class blind spot in AIDS policy?","http://timesofindia.indiatimes.com//city/mumbai/Is-middle-class-blind-spot-in-AIDS-policy/articleshow/10939374.cms",2011,12
"Keep yourself free from AIDS","http://timesofindia.indiatimes.com//city/delhi/Keep-yourself-free-from-AIDS/articleshow/10939417.cms",2011,12
"AIDS claims a Goan every four days","http://timesofindia.indiatimes.com//city/goa/AIDS-claims-a-Goan-every-four-days/articleshow/10939764.cms",2011,12
"AIDS awareness campaign in colleges, offices today","http://timesofindia.indiatimes.com//city/jaipur/AIDS-awareness-campaign-in-colleges-offices-today/articleshow/10941398.cms",2011,12
"Early detection can prevent HIV infection","http://timesofindia.indiatimes.com//city/lucknow/Early-detection-can-prevent-HIV-infection/articleshow/10942036.cms",2011,12
"AIDS Day: HIV, the killer virus","http://timesofindia.indiatimes.com//city/allahabad/AIDS-Day-HIV-the-killer-virus/articleshow/10942848.cms",2011,12
"AU faculty to patent six compounds against HIV","http://timesofindia.indiatimes.com//city/allahabad/AU-faculty-to-patent-six-compounds-against-HIV/articleshow/10942867.cms",2011,12
"�Getting to zero� AIDS campaign from today","http://timesofindia.indiatimes.com//city/mysuru/lsquoGetting-to-zerorsquo-AIDS-campaign-from-today/articleshow/10945561.cms",2011,12
"Fighting stigma, HIV+ girl dreams of being a doctor","http://timesofindia.indiatimes.com//city/chennai/Fighting-stigma-HIV-girl-dreams-of-being-a-doctor/articleshow/10946204.cms",2011,12
"Only awareness can keep AIDS at bay","http://timesofindia.indiatimes.com//city/kanpur/Only-awareness-can-keep-AIDS-at-bay/articleshow/10947267.cms",2011,12
"World Aids Day: Story of Bihar's brave HIV+ couple","http://timesofindia.indiatimes.com//city/patna/World-Aids-Day-Story-of-Bihar39s-brave-HIV-couple/articleshow/10947280.cms",2011,12
"Several events held at GSVM on World AIDS Day","http://timesofindia.indiatimes.com//city/kanpur/Several-events-held-at-GSVM-on-World-AIDS-Day/articleshow/10947321.cms",2011,12
"Blood donation camp, rallies mark World AIDS Day","http://timesofindia.indiatimes.com//city/kanpur/Blood-donation-camp-rallies-mark-World-AIDS-Day/articleshow/10947383.cms",2011,12
"Rallies, candle march mark AIDS Day","http://timesofindia.indiatimes.com//city/varanasi/Rallies-candle-march-mark-AIDS-Day/articleshow/10947438.cms",2011,12
"Awareness campaign on HIV to begin in Udaipur, Ajmer","http://timesofindia.indiatimes.com//city/jaipur/nbsp-Awareness-campaign-on-HIV-to-begin-in-Udaipur-Ajmer-nbsp/articleshow/10951388.cms",2011,12
"Prisoner moves HC seeking HIV drug","http://timesofindia.indiatimes.com//city/chennai/nbsp-Prisoner-moves-HC-seeking-HIV-drug/articleshow/10951544.cms",2011,12
"World AIDS Day observed by schools and colleges in city","http://timesofindia.indiatimes.com//city/ahmedabad/World-AIDS-Day-observed-by-schools-and-colleges-in-city/articleshow/10951593.cms",2011,12
"Time to fight little-known type of HIV, say experts","http://timesofindia.indiatimes.com//city/mumbai/nbsp-Time-to-fight-little-known-type-of-HIV-say-experts-nbsp/articleshow/10952325.cms",2011,12
"'Aids is curable if detected in time'","http://timesofindia.indiatimes.com//city/patna/39Aids-is-curable-if-detected-in-time39/articleshow/10952479.cms",2011,12
"Fighting 3 zeroes against AIDS","http://timesofindia.indiatimes.com//city/chandigarh/Fighting-3-zeroes-against-AIDS/articleshow/10952634.cms",2011,12
"200 school students take out AIDS rally","http://timesofindia.indiatimes.com//india/200-school-students-take-out-AIDS-rally/articleshow/10952836.cms",2011,12
"AIDS prevention bus to spread awareness","http://timesofindia.indiatimes.com//city/bengaluru/AIDS-prevention-bus-to-spread-awarenessbr-/-nbsp/articleshow/10953298.cms",2011,12
"World Aids Day: Losing the fight?","http://timesofindia.indiatimes.com//city/ludhiana/World-Aids-Day-Losing-the-fight/articleshow/10953745.cms",2011,12
"Number of people living with AIDS decreasing","http://timesofindia.indiatimes.com//city/ranchi/Number-of-people-living-with-AIDS-decreasing/articleshow/10953982.cms",2011,12
"AIDS rally spreads important message on acceptance","http://timesofindia.indiatimes.com//city/mysuru/AIDS-rally-spreads-important-message-on-acceptance/articleshow/10955019.cms",2011,12
"Mini marathon, rallies mark AIDS Day in city","http://timesofindia.indiatimes.com//city/bhubaneswar/Mini-marathon-rallies-mark-AIDS-Day-in-city/articleshow/10956138.cms",2011,12
"HIV cause for concern in Scotland of East","http://timesofindia.indiatimes.com//city/guwahati/HIV-cause-for-concern-in-Scotland-of-East/articleshow/10956419.cms",2011,12
"Eijaz Khan at World AIDS Day's event","http://timesofindia.indiatimes.com//entertainment/events/mumbai/Eijaz-Khan-at-World-AIDS-Day39s-event/articleshow/10956802.cms",2011,12
"Eijaz Khan at World AIDS Day's event","http://timesofindia.indiatimes.com//entertainment/events/mumbai/Eijaz-Khan-at-World-AIDS-Day39s-event/articleshow/10956802.cms",2011,12
"AIDS danger is alive and clicking","http://timesofindia.indiatimes.com//city/chandigarh/AIDS-danger-is-alive-and-clicking/articleshow/10965390.cms",2011,12
"Must-know facts about AIDS","http://timesofindia.indiatimes.com//life-style/health-fitness/health-news/Must-know-facts-about-AIDS/articleshow/10063198.cms",2011,12
"Must-know facts about AIDS","http://timesofindia.indiatimes.com//life-style/health-fitness/health-news/Must-know-facts-about-AIDS/articleshow/10063198.cms",2011,12
"HIV+ woman may lose custody of adopted daughter","http://timesofindia.indiatimes.com//city/madurai/HIV-woman-may-lose-custody-of-adopted-daughternbsp/articleshow/11013759.cms",2011,12
"For HIV+ kids, this is home","http://timesofindia.indiatimes.com//city/hubballi/For-HIV-kids-this-is-home/articleshow/11015651.cms",2011,12
"HIV+ woman may lose custody of adopted daughter","http://timesofindia.indiatimes.com//city/madurai/HIV-woman-may-lose-custody-of-adopted-daughter/articleshow/11038950.cms",2011,12
"HIV from transfusion: Parents of affected kids seek probe","http://timesofindia.indiatimes.com//city/ahmedabad/HIV-from-transfusion-Parents-of-affected-kids-seek-probe/articleshow/11053946.cms",2011,12
"Exhibition of donated paintings for HIV+ children","http://timesofindia.indiatimes.com//city/jaipur/Exhibition-of-donated-paintings-for-HIV-children/articleshow/11065344.cms",2011,12
"Exhibition of donated paintings for HIV+ children","http://timesofindia.indiatimes.com//city/jaipur/Exhibition-of-donated-paintings-for-HIV-children/articleshow/11065375.cms",2011,12
"Woman gets HIV from 'infected' blood","http://timesofindia.indiatimes.com//india/Woman-gets-HIV-from-39infected39-blood/articleshow/11100139.cms",2011,12
"Anna threatened with HIV+ needles in anonymous letter, FIR lodged","http://timesofindia.indiatimes.com//india/Anna-threatened-with-HIV-needles-in-anonymous-letter-FIR-lodged/articleshow/11160832.cms",2011,12
"AIDS awareness rally at PAU","http://timesofindia.indiatimes.com//city/ludhiana/AIDS-awareness-rally-at-PAU/articleshow/11188498.cms",2011,12
"FIR 6 months after kids got HIV+ blood","http://timesofindia.indiatimes.com//india/FIR-6-months-after-kids-got-HIV-blood/articleshow/11215025.cms",2011,12
"African HIV+ patients find solace in Bangalore hospital","http://timesofindia.indiatimes.com//city/bengaluru/African-HIV-patients-find-solace-in-Bangalore-hospital/articleshow/11215189.cms",2011,12
"HIV knowledge poor among corporate workforce: Survey","http://timesofindia.indiatimes.com//city/mumbai/HIV-knowledge-poor-among-corporate-workforce-Survey/articleshow/11225620.cms",2011,12
"Hazare fast: 'Fear of HIV through needle unfounded'","http://timesofindia.indiatimes.com//city/mumbai/Hazare-fast-39Fear-of-HIV-through-needle-unfounded39/articleshow/11239781.cms",2011,12
"Civil surgeon faces culpable homicide charge as thalassaemic kids contract HIV","http://timesofindia.indiatimes.com//city/rajkot/Civil-surgeon-faces-culpable-homicide-charge-as-thalassaemic-kids-contract-HIV/articleshow/11258228.cms",2011,12
"HIV infection in Gujarat: Civil surgeon faces culpable homicide charge","http://timesofindia.indiatimes.com//india/HIV-infection-in-Gujarat-Civil-surgeon-faces-culpable-homicide-chargebr-/-nbsp/articleshow/11261282.cms",2011,12
"HIV+ woman found dead outside SMS","http://timesofindia.indiatimes.com//city/jaipur/HIV-woman-found-dead-outside-SMS/articleshow/11261401.cms",2011,12
"Chaos at hospital after woman diagnosed with HIV","http://timesofindia.indiatimes.com//city/kolkata/Chaos-at-hospital-after-woman-diagnosed-with-HIV/articleshow/11321415.cms",2012,1
"51-year-old HIV+ man infects thousands in US","http://timesofindia.indiatimes.com//world/uk/51-year-old-HIV-man-infects-thousands-in-US/articleshow/11322515.cms",2012,1
"Unravelled: How HIV hits body�s defences","http://timesofindia.indiatimes.com//home/science/Unravelled-How-HIV-hits-bodys-defences/articleshow/11333677.cms",2012,1
"Human trials for HIV vaccine get under way","http://timesofindia.indiatimes.com//home/science/Human-trials-for-HIV-vaccine-get-under-way/articleshow/11359145.cms",2012,1
"Akshay Kumar-Aamir Khan tussle over AIDS","http://timesofindia.indiatimes.com//entertainment/hindi/bollywood/news/Akshay-Kumar-Aamir-Khan-tussle-over-AIDS/articleshow/11361037.cms",2012,1
"India in fray to create elusive HIV vaccine","http://timesofindia.indiatimes.com//india/India-in-fray-to-create-elusive-HIV-vaccine/articleshow/11369310.cms",2012,1
"AIDS cases in pregnant women worry experts","http://timesofindia.indiatimes.com//city/mysuru/AIDS-cases-in-pregnant-women-worry-experts/articleshow/11375534.cms",2012,1
"Bringing alcoholism and AIDS to the forefront","http://timesofindia.indiatimes.com//city/goa/Bringing-alcoholism-and-AIDS-to-the-forefront/articleshow/11418647.cms",2012,1
"AIDS vaccine for monkeys raises hopes for humans","http://timesofindia.indiatimes.com//home/science/AIDS-vaccine-for-monkeys-raises-hopes-for-humans/articleshow/11419428.cms",2012,1
"HIV patient's blood may hold key to AIDS vaccine","http://timesofindia.indiatimes.com//home/science/HIV-patients-blood-may-hold-key-to-AIDS-vaccine/articleshow/11430892.cms",2012,1
"HIV 10 times more prevalent among migrants than general population","http://timesofindia.indiatimes.com//india/HIV-10-times-more-prevalent-among-migrants-than-general-population/articleshow/11456671.cms",2012,1
"Second line therapy facility for HIV+ to be opened at SMS soon","http://timesofindia.indiatimes.com//city/jaipur/Second-line-therapy-facility-for-HIV-to-be-opened-at-SMS-soon/articleshow/11469540.cms",2012,1
"Lab technician gets jail for 'declaring' man HIV+","http://timesofindia.indiatimes.com//city/nagpur/Lab-technician-gets-jail-for-declaring-man-HIV/articleshow/11482621.cms",2012,1
"MLC takes up HIV kids' cause","http://timesofindia.indiatimes.com//city/nagpur/MLC-takes-up-HIV-kids-cause/articleshow/11504575.cms",2012,1
"Over 200 undergo HIV testing at Churu meet","http://timesofindia.indiatimes.com//city/jaipur/Over-200-undergo-HIV-testing-at-Churu-meet/articleshow/11505702.cms",2012,1
"Doctors debate HIV testing, pitfalls","http://timesofindia.indiatimes.com//city/nagpur/Doctors-debate-HIV-testing-pitfalls/articleshow/11531053.cms",2012,1
"HIV kids� abuse: NGO home raided","http://timesofindia.indiatimes.com//city/gurgaon/HIV-kids-abuse-NGO-home-raided/articleshow/11548625.cms",2012,1
"HIV+ man arrested for child sexual abuse","http://timesofindia.indiatimes.com//city/delhi/HIV-man-arrested-for-child-sexual-abuse/articleshow/11559475.cms",2012,1
"Sexual abuse of HIV+ girl: Accused sent on 2-day remand","http://timesofindia.indiatimes.com//city/gurgaon/Sexual-abuse-of-HIV-girl-Accused-sent-on-2-day-remand/articleshow/11573843.cms",2012,1
"Tell teens about condoms, says doc who detected HIV in India","http://timesofindia.indiatimes.com//city/chennai/Tell-teens-about-condoms-says-doc-who-detected-HIV-in-India/articleshow/11574461.cms",2012,1
"Tell teens about condoms, says doc who detected HIV in India","http://timesofindia.indiatimes.com//city/chennai/Tell-teens-about-condoms-says-doc-who-detected-HIV-in-India/articleshow/11574857.cms",2012,1
"AIDS awareness campaign today","http://timesofindia.indiatimes.com//city/allahabad/AIDS-awareness-campaign-today/articleshow/11609041.cms",2012,1
"Patient with deadly TB strain tests positive for HIV","http://timesofindia.indiatimes.com//city/mumbai/Patient-with-deadly-TB-strain-tests-positive-for-HIV/articleshow/11635601.cms",2012,1
"Man with deadly TB strain is HIV+","http://timesofindia.indiatimes.com//city/mumbai/Man-with-deadly-TB-strain-is-HIV/articleshow/11644716.cms",2012,1
"HIV helpline will hear TB patients","http://timesofindia.indiatimes.com//city/mumbai/HIV-helpline-will-hear-TB-patients/articleshow/11657425.cms",2012,1
"Misconceptions mar fight against HIV, say experts","http://timesofindia.indiatimes.com//city/chennai/Misconceptions-mar-fight-against-HIV-say-experts/articleshow/11669629.cms",2012,1
"Woman wrongly diagnosed as HIV+ awarded compensation of Rs 1 lakh","http://timesofindia.indiatimes.com//city/chennai/Woman-wrongly-diagnosed-as-HIV-awarded-compensation-of-Rs-1-lakh/articleshow/11722988.cms",2012,2
"AIDS awareness campaign reaches city on wheels","http://timesofindia.indiatimes.com//city/thiruvananthapuram/AIDS-awareness-campaign-reaches-city-on-wheels/articleshow/11736652.cms",2012,2
"Now, health insurance cover for HIV patients","http://timesofindia.indiatimes.com//business/personal-finance/Now-health-insurance-cover-for-HIV-patients/articleshow/11758679.cms",2012,2
"Government grants pension to HIV patients","http://timesofindia.indiatimes.com//city/hyderabad/Government-grants-pension-to-HIV-patients/articleshow/11759720.cms",2012,2
"Madurai school asks HIV positive boy to stay away","http://timesofindia.indiatimes.com//india/Madurai-school-asks-HIV-positive-boy-to-stay-away/articleshow/11785283.cms",2012,2
"Drugs may get costlier, HIV+ patients protest","http://timesofindia.indiatimes.com//city/delhi/Drugs-may-get-costlier-HIV-patients-protest/articleshow/11842806.cms",2012,2
"Protein that can knock out HIV identified: Study","http://timesofindia.indiatimes.com//home/science/Protein-that-can-knock-out-HIV-identified-Study/articleshow/11881716.cms",2012,2
"AIDS control society plans couselling units for students","http://timesofindia.indiatimes.com//city/chennai/AIDS-control-society-plans-couselling-units-for-students/articleshow/11891715.cms",2012,2
"0.37 per cent of people in Gujarat have AIDS","http://timesofindia.indiatimes.com//city/ahmedabad/0-37-per-cent-of-people-in-Gujarat-have-AIDS/articleshow/11918638.cms",2012,2
"Number of AIDS patients go up in MP","http://timesofindia.indiatimes.com//city/bhopal/Number-of-AIDS-patients-go-up-in-MP/articleshow/12010828.cms",2012,2
"Victim moves SHRC against HIV horror","http://timesofindia.indiatimes.com//city/hyderabad/Victim-moves-SHRC-against-HIV-horror/articleshow/12037516.cms",2012,2
"'Need to create awareness on HIV'","http://timesofindia.indiatimes.com//city/mumbai/Need-to-create-awareness-on-HIV/articleshow/12039104.cms",2012,2
"36% jump in HIV among Mumbai gays in 2 yrs: Study","http://timesofindia.indiatimes.com//india/36-jump-in-HIV-among-Mumbai-gays-in-2-yrs-Study/articleshow/12039387.cms",2012,2
"Man injects wife with HIV to wed lover?","http://timesofindia.indiatimes.com//india/Man-injects-wife-with-HIV-to-wed-lover/articleshow/12105345.cms",2012,3
"AIDS control society may press delete on NGOs for dismal show","http://timesofindia.indiatimes.com//city/bhopal/AIDS-control-society-may-press-delete-on-NGOs-for-dismal-show/articleshow/12105366.cms",2012,3
"'Power'ful makeover for state AIDS society logo","http://timesofindia.indiatimes.com//city/mumbai/Powerful-makeover-for-state-AIDS-society-logo/articleshow/12140032.cms",2012,3
"Information from NGO sought on five AIDS patients","http://timesofindia.indiatimes.com//city/bhopal/Information-from-NGO-sought-on-five-AIDS-patients/articleshow/12167842.cms",2012,3
"HIV cases on decline in state, says survey","http://timesofindia.indiatimes.com//city/hyderabad/HIV-cases-on-decline-in-state-says-survey/articleshow/12168890.cms",2012,3
"Red tape hits screening of 450 HIV+ patients","http://timesofindia.indiatimes.com//city/mumbai/Red-tape-hits-screening-of-450-HIV-patients/articleshow/12254877.cms",2012,3
"In India, two out five female sex workers suffering from HIV","http://timesofindia.indiatimes.com//india/In-India-two-out-five-female-sex-workers-suffering-from-HIV/articleshow/12271596.cms",2012,3
"AIDS patient commits suicide","http://timesofindia.indiatimes.com//city/bhubaneswar/AIDS-patient-commits-suicide/articleshow/12286227.cms",2012,3
"Angul man suffers unnecessary stigma in HIV test flip flop","http://timesofindia.indiatimes.com//city/bhubaneswar/Angul-man-suffers-unnecessary-stigma-in-HIV-test-flip-flop/articleshow/12286231.cms",2012,3
"Man suffers stigma in HIV test flip-flop","http://timesofindia.indiatimes.com//home/sunday-times/deep-focus/Man-suffers-stigma-in-HIV-test-flip-flop/articleshow/12312394.cms",2012,3
"AIDS awareness gets a boost at district hospital","http://timesofindia.indiatimes.com//city/noida/AIDS-awareness-gets-a-boost-at-district-hospital/articleshow/12322291.cms",2012,3
"HIV+ but positive on having a child","http://timesofindia.indiatimes.com//city/mumbai/HIV-but-positive-on-having-a-child/articleshow/12336873.cms",2012,3
"Another thalassemic child contracts HIV","http://timesofindia.indiatimes.com//city/rajkot/Another-thalassemic-child-contracts-HIV/articleshow/12337172.cms",2012,3
"Economic survey 2011-12: HIV/AIDS cases on decline in state aids","http://timesofindia.indiatimes.com//city/goa/Economic-survey-2011-12-HIV/AIDS-cases-on-decline-in-state-aids/articleshow/12385759.cms",2012,3
"Plan panel bats for merger of AIDS control with NRHM","http://timesofindia.indiatimes.com//india/Plan-panel-bats-for-merger-of-AIDS-control-with-NRHM/articleshow/12386186.cms",2012,3
"AIDS body staff strike hits patients","http://timesofindia.indiatimes.com//city/guwahati/AIDS-body-staff-strike-hits-patients/articleshow/12386368.cms",2012,3
"Medical expenses impoverishing families with HIV+ members: Study","http://timesofindia.indiatimes.com//city/pune/Medical-expenses-impoverishing-families-with-HIV-members-Study/articleshow/12408660.cms",2012,3
"HIV patient kills wife, self","http://timesofindia.indiatimes.com//city/hyderabad/HIV-patient-kills-wife-self/articleshow/12421740.cms",2012,3
"HIV workshop for Rajasthan MLAs","http://timesofindia.indiatimes.com//city/jaipur/HIV-workshop-for-Rajasthan-MLAs/articleshow/12447826.cms",2012,3
"A new chapter: HIV+ couple set to get married","http://timesofindia.indiatimes.com//city/jaipur/A-new-chapter-HIV-couple-set-to-get-married/articleshow/12475384.cms",2012,3
"HIV infected play football","http://timesofindia.indiatimes.com//sports/football/top-stories/HIV-infected-play-football/articleshow/12483140.cms",2012,3
"Koraput plans home for HIV positive orphans","http://timesofindia.indiatimes.com//city/bhubaneswar/Koraput-plans-home-for-HIV-positive-orphans/articleshow/12489858.cms",2012,4
"HIV+ couple shows the way to others","http://timesofindia.indiatimes.com//city/jaipur/HIV-couple-shows-the-way-to-others/articleshow/12499438.cms",2012,4
"Monetary help for HIV affected","http://timesofindia.indiatimes.com//city/chandigarh/Monetary-help-for-HIV-affected/articleshow/12540909.cms",2012,4
"Board this train, learn more about HIV","http://timesofindia.indiatimes.com//city/hubballi/Board-this-train-learn-more-about-HIV/articleshow/12565687.cms",2012,4
"Australia, West Indies cricketers raise awareness about HIV and AIDS","http://timesofindia.indiatimes.com//sports/new-zealand-in-india-2016/top-stories/Australia-West-Indies-cricketers-raise-awareness-about-HIV-and-AIDS/articleshow/12569106.cms",2012,4
"5 more ART centres for HIV patients","http://timesofindia.indiatimes.com//city/hubballi/5-more-ART-centres-for-HIV-patients/articleshow/12576948.cms",2012,4
"Cricket match Shivneri Lions v/s Sunrise Warriors teams organised by S Balan Group, in association with Suryoday Aids Foundation","http://timesofindia.indiatimes.com//entertainment/events/others/Cricket-match-Shivneri-Lions-v/s-Sunrise-Warriors-teams-organised-by-S-Balan-Group-in-association-with-Suryoday-Aids-Foundation/articleshow/12608976.cms",2012,4
"Loan sharks block HIV+ man's burial","http://timesofindia.indiatimes.com//city/madurai/Loan-sharks-block-HIV-mans-burial/articleshow/12643023.cms",2012,4
"Stem cells can be tweaked to hunt & kill HIV","http://timesofindia.indiatimes.com//home/science/Stem-cells-can-be-tweaked-to-hunt-kill-HIV/articleshow/12658906.cms",2012,4
"AIDS patient bears stigma even in death","http://timesofindia.indiatimes.com//city/jaipur/AIDS-patient-bears-stigma-even-in-death/articleshow/12670280.cms",2012,4
"A bicycle mission to create awareness on AIDS","http://timesofindia.indiatimes.com//city/jaipur/A-bicycle-mission-to-create-awareness-on-AIDS/articleshow/12710343.cms",2012,4
"AIDS patient files complaint over social boycott","http://timesofindia.indiatimes.com//city/ahmedabad/AIDS-patient-files-complaint-over-social-boycott/articleshow/12739554.cms",2012,4
"Man deserts HIV+ wife in city hospital","http://timesofindia.indiatimes.com//city/bhubaneswar/Man-deserts-HIV-wife-in-city-hospital/articleshow/12741104.cms",2012,4
"Project to lend help to HIV+ women to fight bias","http://timesofindia.indiatimes.com//city/jaipur/Project-to-lend-help-to-HIV-women-to-fight-bias/articleshow/12769923.cms",2012,4
"Woman prisoner alleges torture by jail warden, HIV positive inmate","http://timesofindia.indiatimes.com//city/delhi/Woman-prisoner-alleges-torture-by-jail-warden-HIV-positive-inmate/articleshow/12822447.cms",2012,4
"Warden unleashing HIV attack: Inmate","http://timesofindia.indiatimes.com//city/delhi/Warden-unleashing-HIV-attack-Inmate/articleshow/12829511.cms",2012,4
"NGO to appoint coordinators and facilitators for AIDS victims","http://timesofindia.indiatimes.com//city/jaipur/NGO-to-appoint-coordinators-and-facilitators-for-AIDS-victims/articleshow/12829866.cms",2012,4
"Barkatullah University ready, but AIDS control society thinks otherwise","http://timesofindia.indiatimes.com//city/bhopal/Barkatullah-University-ready-but-AIDS-control-society-thinks-otherwise/articleshow/12888993.cms",2012,4
"Trusts set up auction for benefit of HIV+ children","http://timesofindia.indiatimes.com//city/nashik/Trusts-set-up-auction-for-benefit-of-HIV-children/articleshow/12929554.cms",2012,4
